   4.33012724       2.45094991    
   8.66025448       4.80380011    
   12.9903812       7.05855036    
   17.3205090       9.21520042    
   21.6506348       11.2737503    
   25.9807625       13.2342005    
   30.3108883       15.0965500    
   34.6410179       16.8607998    
   38.9711456       18.5269489    
   43.3012695       20.0949993    
   47.6313972       21.5649490    
   51.9615250       22.9368019    
   56.2916527       24.2105484    
   60.6217766       25.3862000    
   64.9519043       26.4637489    
   69.2820358       27.4431992    
   73.6121597       28.3245468    
   77.9422913       29.1077995    
   82.2724075       29.7929497    
   86.6025391       30.3799992    
   90.9326706       30.8689499    
   95.2627945       31.2597980    
   99.5929184       31.5525513    
   103.923050       31.7472000    
   108.253174       31.8437481    
   112.583305       31.8421936    
   116.913429       31.7425461    
   121.243553       31.5447998    
   125.573685       31.2489471    
   129.903809       30.8549995    
   134.233948       30.3629417    
   138.564072       29.7727966    
   142.894180       29.0845490    
   147.224319       28.2981911    
   151.554443       27.4137459    
   155.884583       26.4311943    
   160.214706       25.3505478    
   164.544815       24.1717987    
   168.874954       22.8949432    
   173.205078       21.5199966    
   177.535202       20.0469513    
   181.865341       18.4757919    
   186.195465       16.8065491    
   190.525589       15.0391922    
   194.855713       13.1737518    
   199.185837       11.2102051    
   203.515976       9.14853668    
   207.846100       6.98879242    
   212.176224       4.73093414    
   216.506348       2.37499237    
   220.836472      -7.90557861E-02
