    0.00000    0.00000
    0.04998    0.08608
    0.14986    0.25510
    0.29952    0.50078
    0.49875    0.81374
    0.74730    1.18156
    1.04484    1.58880
    1.39099    2.01712
    1.78528    2.44535
    2.22722    2.84955
    2.71624    3.20309
    3.25172    3.47662
    3.83297    3.63812
    4.45928    3.65275
    5.12987    3.48275
    5.84393    3.08716
    6.60060    2.42148
    7.39897    1.43714
    8.23811    0.08087
    9.11707   -1.70622
   10.03484   -3.98981
